"Rank","Genes ranked in the direction 1","'-log10(RRA score)'","KO essential score","Brief feature","Description"
387,"HERC2",1.7109,-0.18,"NA","HECT and RLD domain containing E3 ubiquitin protein ligase 2"
388,"PPP6R1",1.7086,0.025,"NA","protein phosphatase 6 regulatory subunit 1"
389,"TCP11",1.7069,-0.05,"NA","t-complex 11"
390,"ZNF879",1.7069,0.085,"TF","zinc finger protein 879"
391,"ANG",1.7055,-0.205,"NA","angiogenin"
392,"RBM42",1.7051,-0.705,"NA","NA"
393,"ARF4",1.7029,-0.655,"NA","ADP ribosylation factor 4"
394,"FLYWCH1",1.7029,-0.15,"TF","FLYWCH-type zinc finger 1"
395,"NPTX2",1.7023,0.14,"NA","neuronal pentraxin 2"
396,"GORASP2",1.6996,0.07,"NA","golgi reassembly stacking protein 2"
397,"CD276",1.6992,-0.225,"NA","CD276 molecule"
398,"PYGO1",1.699,0.07,"NA","pygopus family PHD finger 1"
399,"ZFAND1",1.6976,0.005,"NA","zinc finger AN1-type containing 1"
400,"PSME4",1.696,-0.075,"NA","proteasome activator subunit 4"
401,"NOTCH4",1.6956,-0.045,"NA","notch receptor 4"
402,"GTF2H1",1.6951,-0.855,"NA","general transcription factor IIH subunit 1"
403,"KIAA0040",1.6937,,,
404,"UTP23",1.6921,-0.825,"NA","UTP23 small subunit processome component"
405,"CDHR3",1.6912,0.06,"NA","cadherin related family member 3"
406,"SLC1A4",1.6912,-0.06,"NA","solute carrier family 1 member 4"
407,"CCDC3",1.6898,0.15,"NA","coiled-coil domain containing 3"
408,"ACOX1",1.6874,-0.175,"NA","acyl-CoA oxidase 1"
409,"CFAP300",1.6874,-0.15,"NA","cilia and flagella associated protein 300"
410,"P2RY13",1.6852,0.07,"NA","purinergic receptor P2Y13"
411,"EPS8L3",1.6848,-0.275,"NA","EPS8 like 3"
412,"NUDT14",1.6836,0,"NA","nudix hydrolase 14"
413,"PRSS23",1.6836,0.065,"NA","serine protease 23"
414,"OR6C2",1.6828,-0.04,"NA","olfactory receptor family 6 subfamily C member 2"
415,"SYTL5",1.6825,0.11,"NA","synaptotagmin like 5"
416,"HOXB2",1.6799,-0.015,"TF","homeobox B2"
417,"MMADHC",1.6798,-0.005,"NA","metabolism of cobalamin associated D"
418,"TMEM74",1.6798,0.145,"NA","transmembrane protein 74"
419,"PLK5",1.6775,0.03,"Kinase","polo like kinase 5"
420,"GZF1",1.6763,-0.05,"TF","GDNF inducible zinc finger protein 1"
421,"CST12P",1.6762,,,
422,"CLASRP",1.6752,-0.565,"NA","CLK4 associating serine/arginine rich protein"
423,"RFWD3",1.6744,-0.375,"NA","ring finger and WD repeat domain 3"
424,"FXYD4",1.6725,0.04,"NA","FXYD domain containing ion transport regulator 4"
425,"HEY1",1.6714,0.01,"TF","hes related family bHLH transcription factor with YRPW motif 1"
426,"EIF4E2",1.6688,-0.29,"NA","eukaryotic translation initiation factor 4E family member 2"
427,"SMIM20",1.6676,0.015,"NA","small integral membrane protein 20"
428,"C2orf74",1.6668,,,
429,"DECR1",1.6661,0.025,"NA","2"
430,"NOS1",1.6661,-0.085,"NA","nitric oxide synthase 1"
431,"TOR1AIP2",1.6653,-0.255,"NA","torsin 1A interacting protein 2"
432,"OR5D18",1.6652,0.02,"NA","olfactory receptor family 5 subfamily D member 18"
433,"SEC16B",1.6652,-0.045,"NA","SEC16 homolog B"
434,"MCC",1.6616,0.235,"NA","MCC regulator of WNT signaling pathway"
435,"C6orf136",1.6612,-0.155,"NA","chromosome 6 open reading frame 136"
436,"GOLPH3L",1.6582,-0.11,"NA","golgi phosphoprotein 3 like"
437,"RNF39",1.6581,-0.095,"NA","ring finger protein 39"
438,"SATB1",1.6578,-0.045,"TF","SATB homeobox 1"
439,"DSCAML1",1.6556,0.045,"NA","DS cell adhesion molecule like 1"
440,"ACSS2",1.6545,0.12,"NA","acyl-CoA synthetase short chain family member 2"
441,"ZNF366",1.6545,-0.085,"TF","zinc finger protein 366"
442,"OR2Z1",1.6533,0.025,"NA","olfactory receptor family 2 subfamily Z member 1"
443,"FOXI2",1.6529,0.06,"TF","forkhead box I2"
444,"RPL6",1.6526,-1.26,"NA","ribosomal protein L6"
445,"TMEM177",1.6518,-0.025,"NA","transmembrane protein 177"
446,"MT2A",1.651,-0.17,"NA","metallothionein 2A"
447,"RPS11",1.651,-1.995,"NA","ribosomal protein S11"
448,"OR8K3",1.6481,,,
449,"BCL2L13",1.6475,-0.13,"NA","BCL2 like 13"
450,"RCHY1",1.647,-0.11,"NA","ring finger and CHY zinc finger domain containing 1"
451,"NOL4L",1.6466,-0.025,"NA","nucleolar protein 4 like"
452,"FAM114A2",1.6463,0.01,"NA","family with sequence similarity 114 member A2"
453,"INPP5D",1.6455,,,
454,"PIK3R4",1.6448,-0.525,"Kinase","phosphoinositide-3-kinase regulatory subunit 4"
455,"DOCK8",1.6441,0.06,"NA","dedicator of cytokinesis 8"
456,"UBXN10",1.6437,-0.045,"NA","UBX domain protein 10"
457,"PRMT7",1.6419,-0.17,"NA","protein arginine methyltransferase 7"
458,"ARHGEF16",1.6407,-0.105,"NA","Rho guanine nucleotide exchange factor 16"
459,"GALE",1.6407,-0.19,"NA","UDP-galactose-4-epimerase"
460,"CDYL2",1.6404,0.045,"NA","chromodomain Y like 2"
461,"OR10J3",1.6404,-0.095,"NA","olfactory receptor family 10 subfamily J member 3"
462,"ZNF658",1.6389,-0.43,"TF","zinc finger protein 658"
463,"CCDC80",1.6378,-0.03,"NA","coiled-coil domain containing 80"
464,"SH2D1A",1.6373,0.195,"NA","SH2 domain containing 1A"
465,"TRABD",1.6364,0.01,"NA","TraB domain containing"
466,"C9orf50",1.6356,-0.02,"NA","chromosome 9 open reading frame 50"
467,"SLC24A2",1.6339,0.165,"NA","solute carrier family 24 member 2"
468,"UNC13B",1.6339,-0.125,"NA","unc-13 homolog B"
469,"ZNF665",1.6335,-0.01,"TF","NA"
470,"OR8J3",1.6316,0,"NA","olfactory receptor family 8 subfamily J member 3"
471,"TAAR7P",1.6316,,,
472,"C1orf116",1.6305,0.06,"NA","chromosome 1 open reading frame 116"
473,"SCN1A",1.628,0.03,"NA","sodium voltage-gated channel alpha subunit 1"
474,"IRF2",1.6277,0.055,"TF","interferon regulatory factor 2"
475,"EIF3F",1.6272,-1.25,"NA","eukaryotic translation initiation factor 3 subunit F"
476,"RTF2",1.6272,-1.23,"NA","replication termination factor 2"
477,"MTSS2",1.6266,,,
478,"FPR3",1.6258,0.05,"NA","formyl peptide receptor 3"
479,"SERPINB1",1.6251,0.095,"NA","serpin family B member 1"
480,"MUSK",1.6239,0.06,"Kinase","muscle associated receptor tyrosine kinase"
481,"MECOM",1.6207,0.015,"TF","MDS1 and EVI1 complex locus"
482,"CCL23",1.6183,0.015,"NA","C-C motif chemokine ligand 23"
483,"SLC34A1",1.6176,0.04,"NA","solute carrier family 34 member 1"
484,"ADARB2",1.6174,0.09,"NA","adenosine deaminase RNA specific B2 (inactive)"
485,"ALAS1",1.6174,-0.15,"NA","5'-aminolevulinate synthase 1"
486,"RPS23",1.6147,-1.5,"NA","ribosomal protein S23"
487,"AKTIP",1.6142,-0.25,"NA","AKT interacting protein"
488,"CACNG1",1.6142,-0.11,"NA","calcium voltage-gated channel auxiliary subunit gamma 1"
489,"SIL1",1.6119,-0.075,"NA","SIL1 nucleotide exchange factor"
490,"RAD9B",1.6112,-0.045,"NA","RAD9 checkpoint clamp component B"
491,"ADIPOR1",1.611,0.03,"NA","adiponectin receptor 1"
492,"SLC2A13",1.611,-0.065,"NA","solute carrier family 2 member 13"
493,"OR7G2",1.6094,-0.2,"NA","olfactory receptor family 7 subfamily G member 2"
494,"SLC31A1",1.6078,-0.23,"NA","solute carrier family 31 member 1"
495,"ZNF367",1.6078,-0.16,"TF","zinc finger protein 367"
496,"GSK3B",1.6066,-0.05,"Kinase","glycogen synthase kinase 3 beta"
497,"ABCG2",1.6052,0.085,"NA","ATP binding cassette subfamily G member 2 (Junior blood group)"
498,"DEPDC1B",1.6048,0.065,"NA","DEP domain containing 1B"
499,"FDPS",1.6047,-0.645,"NA","farnesyl diphosphate synthase"
500,"MRPS9",1.6047,-0.45,"NA","mitochondrial ribosomal protein S9"
501,"LRRC9",1.6041,,,
502,"NPPB",1.6027,0.13,"NA","natriuretic peptide B"
503,"KIF24",1.6017,-0.06,"NA","kinesin family member 24"
504,"IGFN1",1.6016,-0.13,"NA","immunoglobulin like and fibronectin type III domain containing 1"
505,"OR4Q3",1.6016,-0.03,"NA","NA"
506,"C16orf86",1.6013,-0.37,"NA","chromosome 16 open reading frame 86"
507,"FRG1",1.5992,-0.175,"NA","FSHD region gene 1"
508,"DOLK",1.5985,-0.465,"NA","dolichol kinase"
509,"SKIL",1.5985,-0.005,"TF","SKI like proto-oncogene"
510,"CTC1",1.5968,-0.395,"NA","CST telomere replication complex component 1"
511,"ARHGAP20",1.5961,0.145,"NA","Rho GTPase activating protein 20"
512,"IFNA8",1.5954,-0.015,"NA","interferon alpha 8"
513,"SLC50A1",1.5954,-0.01,"NA","solute carrier family 50 member 1"
514,"UBP1",1.595,0.005,"TF","upstream binding protein 1"
515,"POU2AF2",1.5936,,,
516,"NKAIN3",1.5926,,,
517,"CSTL1",1.5923,0.025,"NA","cystatin like 1"
518,"ZNHIT3",1.5923,-0.68,"NA","zinc finger HIT-type containing 3"
519,"N4BP2L2",1.5919,-0.01,"NA","NEDD4 binding protein 2 like 2"
520,"NUDT7",1.5893,0.09,"NA","nudix hydrolase 7"
521,"SSTR5",1.5893,0.085,"NA","somatostatin receptor 5"
522,"RFX3",1.5871,0.11,"TF","regulatory factor X3"
523,"NDUFB4",1.5864,-0.51,"NA","NADH:ubiquinone oxidoreductase subunit B4"
524,"FNIP2",1.5863,0.125,"NA","folliculin interacting protein 2"
525,"PLCE1",1.586,-0.105,"NA","phospholipase C epsilon 1"
526,"HBP1",1.5857,-0.045,"TF","HMG-box transcription factor 1"
527,"ACBD5",1.585,0.05,"NA","acyl-CoA binding domain containing 5"
528,"WDR72",1.5833,0.13,"NA","WD repeat domain 72"
529,"NTNG2",1.5833,-0.03,"NA","netrin G2"
530,"TM4SF4",1.5833,-0.17,"NA","transmembrane 4 L six family member 4"
531,"UBASH3A",1.5812,0.105,"NA","ubiquitin associated and SH3 domain containing A"
532,"NDUFAF8",1.5773,-0.565,"NA","NADH:ubiquinone oxidoreductase complex assembly factor 8"
533,"AMPH",1.5764,-0.015,"NA","amphiphysin"
534,"RAB20",1.5751,0.095,"NA","RAB20"
535,"ZNF761",1.5744,,,
536,"SPATA7",1.5744,0.015,"NA","NA"
537,"TRPM2",1.5744,-0.015,"NA","transient receptor potential cation channel subfamily M member 2"
538,"TARS1",1.5737,,,
539,"NOL7",1.5715,-0.86,"NA","nucleolar protein 7"
540,"CYRIA",1.5715,,,
541,"CRCT1",1.5707,-0.465,"NA","cysteine rich C-terminal 1"
542,"B3GAT1",1.5703,0.05,"NA","beta-1"
543,"CRADD",1.5693,0.13,"NA","CASP2 and RIPK1 domain containing adaptor with death domain"
544,"EHD2",1.5686,0.03,"NA","EH domain containing 2"
545,"SRPK3",1.5686,-0.005,"Kinase","SRSF protein kinase 3"
546,"NOL8",1.5676,-0.785,"NA","nucleolar protein 8"
547,"CR1L",1.5659,-0.285,"NA","complement C3b/C4b receptor 1 like"
548,"EPHA7",1.5657,0.055,"Kinase","EPH receptor A7"
549,"NLRC4",1.5657,0.165,"NA","NLR family CARD domain containing 4"
550,"PXK",1.5656,0.075,"Kinase","PX domain containing serine/threonine kinase like"
551,"CTNS",1.5653,-0.025,"NA","cystinosin"
552,"DNAJC13",1.5653,-0.18,"NA","DnaJ heat shock protein family (Hsp40) member C13"
553,"BHLHE41",1.5649,-0.045,"TF","basic helix-loop-helix family member e41"
554,"SNRNP48",1.5646,-0.56,"NA","small nuclear ribonucleoprotein U11/U12 subunit 48"
555,"CTTNBP2",1.5629,0.055,"NA","cortactin binding protein 2"
556,"CCDC179",1.5626,0.125,"NA","coiled-coil domain containing 179"
557,"FIGNL2",1.56,,,
558,"ZNF638",1.5589,-0.265,"NA","zinc finger protein 638"
559,"PIGY",1.5586,-0.3,"NA","phosphatidylinositol glycan anchor biosynthesis class Y"
560,"ANAPC7",1.5582,-0.175,"NA","anaphase promoting complex subunit 7"
561,"CFAP65",1.5572,0.085,"NA","cilia and flagella associated protein 65"
562,"PCBP1",1.5572,-1.335,"NA","poly(rC) binding protein 1"
563,"RTCB",1.5572,-0.83,"NA","RNA 2'"
564,"SAV1",1.5552,0.06,"NA","salvador family WW domain containing protein 1"
565,"CD3D",1.5549,-0.235,"NA","CD3d molecule"
566,"C8orf74",1.5544,0.1,"NA","chromosome 8 open reading frame 74"
567,"FOXC2",1.5544,-0.155,"TF","forkhead box C2"
568,"DIS3L",1.5526,-0.265,"NA","DIS3 like exosome 3'-5' exoribonuclease"
569,"EXOSC9",1.5516,-0.94,"NA","exosome component 9"
570,"VIL1",1.5516,0.02,"NA","villin 1"
571,"ATP11C",1.5499,0.01,"NA","ATPase phospholipid transporting 11C"
572,"COMMD1",1.5489,-0.125,"NA","copper metabolism domain containing 1"
573,"WFS1",1.5489,0.17,"NA","wolframin ER transmembrane glycoprotein"
574,"IGBP1C",1.547,,,
575,"SEC23B",1.5461,0.075,"NA","SEC23 homolog B"
576,"YTHDF2",1.5461,-0.375,"NA","YTH N6-methyladenosine RNA binding protein 2"
577,"FETUB",1.5434,-0.135,"NA","fetuin B"
578,"NR1H2",1.5434,0.04,"TF","nuclear receptor subfamily 1 group H member 2"
579,"GABPB2",1.5434,-0.28,"TF","GA binding protein transcription factor subunit beta 1"
580,"C19orf47",1.5424,-0.06,"NA","chromosome 19 open reading frame 47"
581,"CCL17",1.5417,-0.115,"NA","C-C motif chemokine ligand 17"
582,"DNM1",1.5411,-0.23,"NA","dynamin 1"
583,"XYLB",1.538,0.1,"NA","xylulokinase"
584,"EFR3A",1.5353,-0.285,"NA","EFR3 homolog A"
585,"H4C5",1.5345,,,
586,"CD40",1.5326,0.015,"NA","CD40 molecule"
587,"PTP4A1",1.5326,-0.285,"NA","protein tyrosine phosphatase 4A1"
588,"IL17RE",1.5326,0.01,"NA","interleukin 17 receptor E"
589,"RHEB",1.5303,-0.73,"NA","Ras homolog"
590,"H2BC9",1.5303,,,
591,"LRWD1",1.53,-0.16,"NA","leucine rich repeats and WD repeat domain containing 1"
592,"TCAIM",1.53,0.015,"NA","T cell activation inhibitor"
593,"PPP1R1C",1.5297,0.055,"NA","protein phosphatase 1 regulatory inhibitor subunit 1C"
594,"TP53I13",1.5294,-0.135,"NA","NA"
595,"CACNG6",1.5278,-0.14,"NA","calcium voltage-gated channel auxiliary subunit gamma 6"
596,"THAP7",1.5274,-0.12,"TF","THAP domain containing 7"
597,"PPP2R1B",1.5271,-0.01,"NA","protein phosphatase 2 scaffold subunit Abeta"
598,"B4GALT3",1.5258,-0.305,"NA","beta-1"
599,"PRDX6",1.5258,-0.05,"NA","peroxiredoxin 6"
600,"PKP2",1.5252,-0.025,"NA","plakophilin 2"
601,"GRIK3",1.5247,-0.03,"NA","glutamate ionotropic receptor kainate type subunit 3"
602,"OR52N2",1.5247,0.08,"NA","olfactory receptor family 52 subfamily N member 2"
603,"HPSE2",1.5221,-0.045,"NA","heparanase 2 (inactive)"
604,"TLCD1",1.5221,-0.385,"NA","TLC domain containing 1"
605,"PRSS41",1.5217,,,
606,"C1orf127",1.5197,-0.14,"NA","chromosome 1 open reading frame 127"
607,"GPR107",1.5196,0.035,"NA","G protein-coupled receptor 107"
608,"PGR",1.5196,-0.015,"TF","progesterone receptor"
609,"GGCX",1.5191,-0.29,"NA","gamma-glutamyl carboxylase"
610,"STRN3",1.5172,-0.225,"NA","striatin 3"
611,"P2RX2",1.517,-0.13,"NA","purinergic receptor P2X 2"
612,"SH2B1",1.517,-0.07,"NA","SH2B adaptor protein 1"
613,"SNX1",1.5162,-0.15,"NA","sorting nexin 1"
614,"IL31",1.5156,-0.185,"NA","interleukin 31"
615,"AFAP1L1",1.5147,-0.05,"NA","actin filament associated protein 1 like 1"
616,"KIFC2",1.5147,-0.1,"NA","kinesin family member C2"
617,"CXCR6",1.5137,0.19,"NA","C-X-C motif chemokine receptor 6"
618,"ST3GAL1",1.5131,-0.24,"NA","ST3 beta-galactoside alpha-2"
619,"ZNF707",1.5128,-0.005,"TF","zinc finger protein 707"
620,"SLC66A2",1.5128,,,
621,"ROM1",1.5119,0.06,"NA","retinal outer segment membrane protein 1"
622,"TARBP2",1.5119,-0.205,"NA","TARBP2 subunit of RISC loading complex"
623,"BLOC1S4",1.5105,0.02,"NA","biogenesis of lysosomal organelles complex 1 subunit 4"
624,"RPP14",1.5096,-1.075,"NA","ribonuclease P/MRP subunit p14"
625,"ELP1",1.5094,-0.94,"NA","elongator complex protein 1"
626,"FNDC4",1.5083,-0.04,"NA","fibronectin type III domain containing 4"
627,"SNRK",1.5069,0.05,"Kinase","SNF related kinase"
628,"VSIG4",1.5069,0.11,"NA","V-set and immunoglobulin domain containing 4"
629,"CFAP74",1.5068,,,
630,"ZNF519",1.5058,0.02,"TF","zinc finger protein 519"
631,"ITGB4",1.5055,-0.145,"NA","integrin subunit beta 4"
632,"IFFO1",1.5044,-0.085,"NA","intermediate filament family orphan 1"
633,"KLC1",1.5044,0.11,"NA","kinesin light chain 1"
634,"MAST3",1.5042,-0.22,"Kinase","microtubule associated serine/threonine kinase 3"
635,"KIF26A",1.5036,-0.045,"NA","kinesin family member 26A"
636,"ACBD7",1.503,0.08,"NA","acyl-CoA binding domain containing 7"
637,"FRMD7",1.5017,0,"NA","FERM domain containing 7"
638,"VIP",1.5011,0.045,"NA","vasoactive intestinal peptide"
639,"AKIRIN2",1.4994,-1.03,"NA","akirin 2"
640,"SLAMF6",1.4994,0.065,"NA","SLAM family member 6"
641,"MYMK",1.4983,0.08,"NA","myomaker"
642,"ANK3",1.497,-0.065,"NA","ankyrin 3"
643,"KCNC3",1.497,0.02,"NA","potassium voltage-gated channel subfamily C member 3"
644,"KRTAP5-9",1.4964,,,
645,"ARHGEF28",1.4945,-0.125,"NA","Rho guanine nucleotide exchange factor 28"
646,"ATXN3",1.4933,0.02,"NA","ataxin 3"
647,"NCAPG",1.4933,-1.495,"NA","non-SMC condensin I complex subunit G"
648,"ZNF18",1.4927,0.105,"TF","zinc finger protein 18"
649,"NUDCD3",1.4921,-0.64,"NA","NudC domain containing 3"
650,"PAN2",1.4903,-0.275,"NA","poly(A) specific ribonuclease subunit PAN2"
651,"ATP8B5P",1.4903,,,
652,"NFIL3",1.4897,0,"TF","nuclear factor"
653,"PIH1D1",1.4897,-0.09,"NA","PIH1 domain containing 1"
654,"CDH24",1.4881,-0.26,"NA","cadherin 24"
655,"ARHGAP5",1.4873,-0.19,"NA","Rho GTPase activating protein 5"
656,"SPAG6",1.4873,-0.01,"NA","sperm associated antigen 6"
657,"TMEM81",1.4869,-0.035,"NA","transmembrane protein 81"
658,"CENPQ",1.485,-0.02,"ChroRemod","centromere protein Q"
659,"BMP5",1.4849,0,"NA","bone morphogenetic protein 5"
660,"RPS19",1.4849,-1.82,"NA","NA"
661,"PLPPR1",1.4844,0.1,"NA","phospholipid phosphatase related 1"
662,"SLC35D2",1.4841,-0.13,"NA","solute carrier family 35 member D2"
663,"RADIL",1.4832,-0.125,"NA","Rap associating with DIL domain"
664,"MPPED1",1.4826,-0.055,"NA","metallophosphoesterase domain containing 1"
665,"FGFBP1",1.4823,0.145,"NA","fibroblast growth factor binding protein 1"
666,"ADRA1D",1.4814,0.06,"NA","adrenoceptor alpha 1D"
667,"RETNLB",1.4807,-0.07,"NA","resistin like beta"
668,"CCDC125",1.4802,-0.115,"NA","coiled-coil domain containing 125"
669,"MTRFR",1.4802,,,
670,"SYAP1",1.478,0.04,"NA","synapse associated protein 1"
671,"ARL14EPL",1.4779,0.01,"NA","ADP ribosylation factor like GTPase 14 effector protein like"
672,"TUT4",1.4777,0.015,"NA","terminal uridylyl transferase 4"
673,"AIMP2",1.4771,-0.145,"NA","aminoacyl tRNA synthetase complex interacting multifunctional protein 2"
674,"LZTFL1",1.4755,-0.055,"NA","leucine zipper transcription factor like 1"
675,"MIOS",1.4755,-0.465,"NA","meiosis regulator for oocyte development"
676,"CEP57",1.4741,-0.115,"NA","centrosomal protein 57"
677,"DDX41",1.4732,-1.265,"NA","DEAD-box helicase 41"
678,"SMARCC2",1.4732,-0.16,"TF","SWI/SNF related"
679,"KLHL40",1.4719,-0.205,"NA","kelch like family member 40"
680,"WLS",1.4713,0.08,"NA","Wnt ligand secretion mediator"
681,"PRKACB",1.4709,0,"Kinase","protein kinase cAMP-activated catalytic subunit beta"
682,"CAVIN1",1.4704,0.005,"NA","caveolae associated protein 1"
683,"KLK3",1.4704,0.055,"NA","kallikrein related peptidase 3"
684,"CDK1",1.4701,-1.875,"Kinase","cyclin dependent kinase 1"
685,"DDX18",1.4695,-1.21,"NA","DEAD-box helicase 18"
686,"FZD3",1.4686,-0.02,"NA","frizzled class receptor 3"
687,"PHF20",1.4671,-0.145,"TF","PHD finger protein 20"
688,"BFSP2",1.4663,0.16,"NA","beaded filament structural protein 2"
689,"SNRPF",1.4663,-2.225,"NA","small nuclear ribonucleoprotein polypeptide F"
690,"OR4C15",1.4641,-0.005,"NA","olfactory receptor family 4 subfamily C member 15"
691,"SPATA13",1.4641,-0.155,"NA","spermatogenesis associated 13"
692,"ARL5A",1.4641,-0.02,"NA","ADP ribosylation factor like GTPase 5A"
693,"PZP",1.4641,-0.025,"NA","PZP alpha-2-macroglobulin like"
694,"ADGRD1",1.4638,-0.025,"NA","adhesion G protein-coupled receptor D1"
695,"CALCOCO2",1.4629,-0.04,"NA","calcium binding and coiled-coil domain 2"
696,"PURA",1.4599,0.06,"TF","purine rich element binding protein A"
697,"KISS1R",1.4596,0.025,"NA","KISS1 receptor"
698,"AMELY",1.4596,,,
699,"CTLA4",1.4591,-0.045,"NA","cytotoxic T-lymphocyte associated protein 4"
700,"CLCN1",1.4585,0,"NA","chloride voltage-gated channel 1"
701,"NCOA2",1.4573,0.1,"TF","nuclear receptor coactivator 2"
702,"PPP2CA",1.4573,-1.01,"NA","protein phosphatase 2 catalytic subunit alpha"
703,"ALX1",1.4551,-0.04,"TF","ALX homeobox 1"
704,"KNCN",1.4551,-0.015,"NA","kinocilin"
705,"TMC6",1.4543,-0.105,"NA","transmembrane channel like 6"
706,"P2RX6",1.454,0.105,"NA","purinergic receptor P2X 6"
707,"ARMCX1",1.4531,0.055,"NA","armadillo repeat containing X-linked 1"
708,"AGAP9",1.4529,-0.145,"NA","ArfGAP with GTPase domain"
709,"OR2T8",1.4529,-0.005,"NA","olfactory receptor family 2 subfamily T member 8"
710,"RNF44",1.4522,-0.08,"NA","ring finger protein 44"
711,"GPX6",1.4507,0.17,"NA","glutathione peroxidase 6"
712,"GRXCR2",1.4507,-0.135,"NA","glutaredoxin and cysteine rich domain containing 2"
713,"PRELID1",1.449,-1.935,"NA","PRELI domain containing 1"
714,"ZMYM3",1.4485,-0.155,"ChroRemod","zinc finger MYM-type containing 3"
715,"CNTROB",1.4463,-0.08,"NA","centrobin"
716,"CCNH",1.4442,-1.005,"NA","cyclin H"
717,"GPANK1",1.4442,-0.08,"NA","G-patch domain and ankyrin repeats 1"
718,"ITM2B",1.442,-0.295,"NA","integral membrane protein 2B"
719,"NAPEPLD",1.442,0.16,"NA","N-acyl phosphatidylethanolamine phospholipase D"
720,"MTA1",1.442,0.03,"TF","metastasis associated 1"
721,"OR5AL1",1.4414,,,
722,"ZNF579",1.4402,-0.075,"TF","zinc finger protein 579"
723,"VSIG1",1.4399,0.095,"NA","V-set and immunoglobulin domain containing 1"
724,"C12orf75",1.4398,-0.05,"NA","chromosome 12 open reading frame 75"
725,"PCDHA1",1.4398,-0.08,"NA","protocadherin alpha 1"
726,"TMED11P",1.4391,,,
727,"PARL",1.4385,-0.325,"NA","presenilin associated rhomboid like"
728,"YWHAG",1.4377,-0.27,"NA","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma"
729,"FSTL5",1.4373,0.095,"NA","follistatin like 5"
730,"PKNOX2",1.437,0.205,"TF","PBX/knotted 1 homeobox 2"
731,"AQP12B",1.4356,-0.2,"NA","aquaporin 12B"
732,"CEP95",1.4356,-0.07,"NA","centrosomal protein 95"
733,"EIF3A",1.4347,-1.685,"NA","eukaryotic translation initiation factor 3 subunit A"
734,"CRYBA1",1.4335,-0.2,"NA","crystallin beta A1"
735,"PSMD4",1.4335,-1.31,"NA","proteasome 26S subunit"
736,"DEFB4B",1.433,0.015,"NA","defensin beta 4B"
737,"CCND2",1.4315,-0.065,"NA","cyclin D2"
738,"NPLOC4",1.4314,-1.38,"NA","NPL4 homolog"
739,"SLC29A2",1.4314,-0.305,"NA","solute carrier family 29 member 2"
740,"ZNF93",1.4295,-0.025,"TF","zinc finger protein 93"
741,"RAMACL",1.4293,,,
742,"IZUMO1",1.4289,-0.105,"NA","izumo sperm-egg fusion 1"
743,"CENPA",1.4275,-1.015,"TF","centromere protein A"
744,"TCF21",1.4272,-0.02,"TF","transcription factor 21"
745,"MAP3K14",1.4272,,,
746,"GPS1",1.4269,-1.105,"NA","G protein pathway suppressor 1"
747,"MAPK4",1.4266,0.125,"Kinase","mitogen-activated protein kinase 4"
