id,num,neg|score,neg|p-value,neg|fdr,neg|rank,neg|goodsgrna,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
SGR000121445.1_XPR003.1,1,0.33823,0.33844,0.981273,10901,1,0.66181,1.0,13377,0
Pdzk1ip1,4,0.33834,0.55197,1.0,10902,2,0.68601,1.0,13760,1
Vipr1,4,0.33849,0.55208,1.0,10903,2,0.37282,1.0,7521,1
Fcgr4,4,0.33858,0.55214,1.0,10904,1,0.79046,1.0,15848,0
Zfp13,4,0.33862,0.55218,1.0,10905,2,0.71837,1.0,14436,0
Gm17365,4,0.33862,0.55218,1.0,10906,2,0.56492,1.0,11413,1
Chpf2,4,0.33867,0.55222,1.0,10907,2,0.7274,1.0,14630,0
Cdh6,4,0.33873,0.55226,1.0,10908,2,0.73155,1.0,14722,0
Cab39l,4,0.3389,0.55238,1.0,10909,2,0.55729,1.0,11273,1
Sp100,4,0.3389,0.55238,1.0,10910,1,0.18797,0.973225,3894,1
Olfr1099,4,0.33903,0.55247,1.0,10911,2,0.56129,1.0,11348,1
Neurod1,4,0.3391,0.55253,1.0,10912,1,0.27172,0.989779,5557,2
Dact1,4,0.33911,0.55254,1.0,10913,2,0.89507,1.0,17938,0
Otud4,4,0.33919,0.55258,1.0,10914,1,0.12828,0.957053,2689,3
Ncan,4,0.33929,0.55266,1.0,10915,1,0.1141,0.957053,2397,3
Eef2kmt,4,0.33931,0.55267,1.0,10916,2,0.44804,1.0,9013,1
SGR000122188.1_XPR003.1,1,0.33934,0.33956,0.981273,10917,1,0.66068,1.0,13356,0
Zfat,4,0.33971,0.55297,1.0,10918,2,0.8535,1.0,17073,0
Fap,4,0.33973,0.55298,1.0,10919,1,0.41742,1.0,8398,2
Abhd16a,4,0.33977,0.553,1.0,10920,2,0.82456,1.0,16526,0
SGR000122050.1_XPR003.1,1,0.33984,0.34007,0.981273,10921,1,0.66022,1.0,13345,0
Defb10,4,0.33986,0.55307,1.0,10922,2,0.42501,1.0,8533,1
Lox,4,0.33986,0.55307,1.0,10923,2,0.71252,1.0,14317,1
Nt5c3,4,0.33992,0.55311,1.0,10924,2,0.27419,0.991966,5594,1
Lmtk3,4,0.33996,0.55315,1.0,10925,2,0.39975,1.0,8072,2
Zfp488,4,0.34003,0.55319,1.0,10926,2,0.50872,1.0,10293,1
Rsph6a,4,0.3401,0.55324,1.0,10927,1,0.1297,0.957053,2712,3
Nr3c2,4,0.34016,0.55328,1.0,10928,1,0.13972,0.958477,2928,3
Npas2,4,0.3402,0.55331,1.0,10929,2,0.63182,1.0,12719,1
Olfr818,4,0.34042,0.55346,1.0,10930,2,0.58143,1.0,11748,1
4932414N04Rik,4,0.34047,0.55349,1.0,10931,2,0.60531,1.0,12218,1
Rbp4,4,0.34051,0.55352,1.0,10932,2,0.2278,0.985109,4673,2
Dpf2,4,0.34057,0.55356,1.0,10933,2,0.67047,1.0,13482,1
Nmnat3,4,0.34074,0.55369,1.0,10934,2,0.29608,1.0,6002,2
SGR000122260.1_XPR003.1,1,0.34082,0.34109,0.98216,10935,1,0.65921,1.0,13324,0
Ldlr,4,0.34085,0.55376,1.0,10936,2,0.095394,0.947412,2025,2
Trat1,4,0.34104,0.5539,1.0,10937,1,0.54359,1.0,10993,1
Nek9,4,0.34114,0.55396,1.0,10938,2,0.060285,0.922898,1301,1
SGR000121883.1_XPR003.1,1,0.34143,0.3417,0.982676,10939,1,0.6586,1.0,13311,0
Zfp827,4,0.34156,0.55429,1.0,10940,2,0.57757,1.0,11672,1
Trmt10b,4,0.34156,0.55429,1.0,10941,1,0.19992,0.977365,4125,2
Cyct,4,0.34156,0.55429,1.0,10942,2,0.20249,0.980074,4175,2
Armt1,4,0.34156,0.55429,1.0,10943,2,0.51109,1.0,10342,1
Slc22a28,4,0.34156,0.55429,1.0,10944,2,0.37038,1.0,7478,1
Amn1,4,0.34156,0.55429,1.0,10945,1,0.31427,1.0,6340,2
Fam83g,4,0.34156,0.55429,1.0,10946,1,0.70537,1.0,14161,1
Pkn1,4,0.34156,0.55429,1.0,10947,2,0.37245,1.0,7515,2
Olfr266,4,0.34156,0.55429,1.0,10948,2,0.21295,0.982545,4384,1
Vmn1r194,4,0.34156,0.55429,1.0,10949,2,0.70386,1.0,14132,1
Cnot6,4,0.34156,0.55429,1.0,10950,2,0.10009,0.94811,2124,2
BC048671,4,0.34156,0.55429,1.0,10951,1,0.27974,0.995318,5693,2
Lce6a,4,0.34156,0.55429,1.0,10952,1,0.24446,0.986906,5016,2
Gm8369,4,0.34156,0.55429,1.0,10953,1,0.76134,1.0,15287,0
Siglec1,4,0.34181,0.55446,1.0,10954,2,0.34997,1.0,7050,2
SGR000121401.1_XPR003.1,1,0.34192,0.3422,0.982676,10955,1,0.65814,1.0,13298,0
Tmc2,4,0.34198,0.55458,1.0,10956,2,0.49372,1.0,9981,1
Cnot3,4,0.34206,0.55464,1.0,10957,2,0.61346,1.0,12382,1
Fbp2,4,0.34217,0.55473,1.0,10958,2,0.57507,1.0,11617,1
SGR000121737.1_XPR003.1,1,0.34268,0.34298,0.983051,10959,1,0.6574,1.0,13287,0
Nuak1,4,0.34272,0.55513,1.0,10960,2,0.56989,1.0,11506,1
Gtf2h1,4,0.34276,0.55516,1.0,10961,2,0.63223,1.0,12728,1
Trim68,4,0.34282,0.55519,1.0,10962,2,0.80829,1.0,16203,0
SGR000122207.1_XPR003.1,1,0.34283,0.34315,0.983054,10963,1,0.65723,1.0,13283,0
Cd300lf,4,0.34288,0.55524,1.0,10964,2,0.53376,1.0,10806,1
Rsad2,4,0.34291,0.55526,1.0,10965,1,0.70219,1.0,14102,1
SGR000121548.1_XPR003.1,1,0.34295,0.34327,0.983054,10966,1,0.65713,1.0,13280,0
SGR000122157.1_XPR003.1,1,0.34296,0.34329,0.983054,10967,1,0.65712,1.0,13279,0
Slc6a9,4,0.34299,0.55532,1.0,10968,2,0.19919,0.976686,4115,2
Hsd17b3,4,0.34304,0.55536,1.0,10969,2,0.27091,0.98953,5539,2
Nell1,4,0.34336,0.55558,1.0,10970,2,0.33807,1.0,6815,2
Gpr153,4,0.34354,0.55572,1.0,10971,2,0.30781,1.0,6217,2
5830411N06Rik,4,0.34354,0.55572,1.0,10972,2,0.092139,0.946964,1952,1
4930571K23Rik,4,0.34354,0.55572,1.0,10973,2,0.46539,1.0,9362,1
Ss18,4,0.34354,0.55572,1.0,10974,2,0.051885,0.918359,1115,2
Mthfsl,4,0.34367,0.5558,1.0,10975,2,0.93235,1.0,18746,0
Txnip,4,0.34389,0.55597,1.0,10976,2,0.50127,1.0,10130,1
Gm13290,4,0.344,0.55604,1.0,10977,2,0.64673,1.0,12992,1
Zmym4,4,0.344,0.55604,1.0,10978,2,0.70739,1.0,14206,1
C87436,4,0.344,0.55604,1.0,10979,2,0.26219,0.989216,5366,1
Pde4dip,4,0.344,0.55604,1.0,10980,2,0.43844,1.0,8811,1
Mgmt,4,0.344,0.55604,1.0,10981,2,0.19736,0.976101,4079,1
Ly6g5c,4,0.344,0.55604,1.0,10982,2,0.26259,0.989216,5373,2
Ncapd3,4,0.344,0.55604,1.0,10983,2,0.68656,1.0,13772,1
St3gal2,4,0.344,0.55604,1.0,10984,2,0.76275,1.0,15313,0
Hinfp,4,0.344,0.55604,1.0,10985,2,0.66078,1.0,13275,1
Gprasp1,4,0.344,0.55604,1.0,10986,2,0.61869,1.0,12480,1
Gm5901,4,0.34406,0.55608,1.0,10987,1,0.13511,0.957795,2838,2
Vps36,4,0.34432,0.55627,1.0,10988,2,0.26244,0.989216,5369,2
Mkl1,4,0.34446,0.55637,1.0,10989,1,0.4339,1.0,8709,1
Olfr228,4,0.3445,0.5564,1.0,10990,1,0.22447,0.985109,4611,2
Gata4,4,0.34454,0.55642,1.0,10991,1,0.72011,1.0,14470,0
BC026585,4,0.34465,0.55649,1.0,10992,1,0.5304,1.0,10738,1
9030617O03Rik,4,0.34469,0.55653,1.0,10993,2,0.026138,0.916654,561,2
SGR000121911.1_XPR003.1,1,0.34471,0.34502,0.983443,10994,1,0.65538,1.0,13246,0
SGR000121770.1_XPR003.1,1,0.34473,0.34505,0.983443,10995,1,0.65536,1.0,13245,0
Mis18bp1,4,0.34487,0.55666,1.0,10996,2,0.10225,0.950849,2166,2
Me3,4,0.34491,0.55668,1.0,10997,1,0.34157,1.0,6883,2
Tktl2,4,0.345,0.55675,1.0,10998,2,0.2848,0.995774,5799,2
Plxna1,4,0.34505,0.55679,1.0,10999,2,0.73115,1.0,14714,0
Oxtr,4,0.34511,0.55682,1.0,11000,1,0.74357,1.0,14951,0
Prl3d1,4,0.34522,0.5569,1.0,11001,2,0.40132,1.0,8095,1
Adcy9,4,0.34569,0.55724,1.0,11002,2,0.83523,1.0,16732,0
Cyp2j9,4,0.34572,0.55726,1.0,11003,2,0.50487,1.0,10209,1
Fam69c,4,0.34576,0.5573,1.0,11004,2,0.55618,1.0,11248,1
Hoxa1,4,0.34582,0.55734,1.0,11005,2,0.71013,1.0,14267,1
Tshb,4,0.34601,0.55747,1.0,11006,2,0.37734,1.0,7625,1
Ssxb2,4,0.34609,0.55752,1.0,11007,2,0.70187,1.0,14092,1
Ssh1,4,0.34627,0.55766,1.0,11008,2,0.18658,0.973225,3859,2
Ypel3,4,0.34631,0.55769,1.0,11009,2,0.11588,0.957053,2431,2
Ptp4a2,4,0.34636,0.55772,1.0,11010,2,0.87666,1.0,17577,0
Csnk2a2,4,0.34644,0.55778,1.0,11011,2,0.76205,1.0,15302,0
SGR000121892.1_XPR003.1,1,0.34649,0.34675,0.983443,11012,1,0.6536,1.0,13211,0
Papss2,4,0.3466,0.5579,1.0,11013,2,0.13435,0.957053,2822,1
0610010B08Rik,4,0.34673,0.55798,1.0,11014,2,0.73287,1.0,14743,0
Olfr348,4,0.34673,0.55798,1.0,11015,2,0.23628,0.986757,4848,2
2610507B11Rik,4,0.34673,0.55798,1.0,11016,2,0.49403,1.0,9991,1
Ddr1,4,0.34673,0.55798,1.0,11017,2,0.34699,1.0,6992,2
Trh,4,0.34673,0.55798,1.0,11018,2,0.092636,0.946964,1965,2
2810428I15Rik,4,0.34673,0.55798,1.0,11019,2,0.81265,1.0,16288,0
Avpr1a,4,0.34673,0.55798,1.0,11020,1,0.5274,1.0,10679,1
Pabpc4l,4,0.34673,0.55798,1.0,11021,2,0.09569,0.947412,2030,2
Tmpo,4,0.34673,0.55798,1.0,11022,2,0.15241,0.965476,3177,1
Itsn2,4,0.34673,0.55798,1.0,11023,1,0.35029,1.0,7056,2
Shc1,4,0.34673,0.55798,1.0,11024,2,0.57932,1.0,11704,1
4930549C01Rik,4,0.34673,0.55798,1.0,11025,2,0.30859,1.0,6233,2
Arhgef25,4,0.34673,0.55798,1.0,11026,2,0.065521,0.926137,1409,2
B9d1,4,0.34673,0.55798,1.0,11027,1,0.38865,1.0,7851,1
Olfr1090,4,0.34673,0.55798,1.0,11028,2,0.21682,0.983876,4457,1
Serpinb8,4,0.34716,0.55829,1.0,11029,2,0.65035,1.0,13060,1
Olfr301,4,0.34735,0.55843,1.0,11030,2,0.57779,1.0,11677,1
Epha3,4,0.34743,0.55848,1.0,11031,2,0.51223,1.0,10369,1
H2-DMa,4,0.34753,0.55855,1.0,11032,2,0.77262,1.0,15511,0
She,4,0.34764,0.55863,1.0,11033,2,0.55383,1.0,11217,1
Lce1m,4,0.3478,0.55874,1.0,11034,2,0.063015,0.922898,1355,1
Cck,4,0.34794,0.55884,1.0,11035,2,0.86886,1.0,17400,0
SGR000121530.1_XPR003.1,1,0.34808,0.34834,0.983443,11036,1,0.652,1.0,13183,0
Dhdh,4,0.34842,0.5592,1.0,11037,1,0.21228,0.982545,4366,2
Pcdhga6,4,0.34842,0.5592,1.0,11038,2,0.44528,1.0,8956,1
Gm11541,4,0.34858,0.55932,1.0,11039,2,0.17066,0.97058,3534,1
Sptbn4,4,0.34858,0.55932,1.0,11040,2,0.59553,1.0,12024,1
Ckap2l,4,0.34864,0.55937,1.0,11041,1,0.15576,0.965476,3246,2
Agt,4,0.34874,0.55944,1.0,11042,2,0.2693,0.98953,5508,2
Plekhf2,4,0.34877,0.55946,1.0,11043,2,0.67402,1.0,13553,1
Nipa1,4,0.34886,0.55952,1.0,11044,2,0.66203,1.0,13305,1
Chchd1,4,0.34886,0.55952,1.0,11045,2,0.71055,1.0,14276,1
Eif4b,4,0.34896,0.55959,1.0,11046,2,0.72864,1.0,14656,0
Bend6,4,0.34921,0.55977,1.0,11047,1,0.37648,1.0,7608,1
Olfr1410,4,0.34925,0.55981,1.0,11048,2,0.81993,1.0,16429,0
A630095E13Rik,4,0.34947,0.55996,1.0,11049,1,0.029039,0.916654,610,2
Exosc9,4,0.34947,0.55996,1.0,11050,2,0.84591,1.0,16933,0
Ttc9c,4,0.34978,0.56017,1.0,11051,2,0.22106,0.983876,4548,2
Rab3il1,4,0.34978,0.56017,1.0,11052,1,0.73825,1.0,14847,0
Slc4a11,4,0.34991,0.56027,1.0,11053,2,0.15098,0.96522,3146,2
Ccr1l1,4,0.35,0.56034,1.0,11054,2,0.37004,1.0,7470,2
Olfr812,4,0.35,0.56034,1.0,11055,1,0.35095,1.0,7070,2
Sdcbp2,4,0.35009,0.5604,1.0,11056,2,0.65226,1.0,13097,0
D7Ertd443e,4,0.35012,0.56041,1.0,11057,2,0.14851,0.964487,3095,2
Mgat5,4,0.35012,0.56041,1.0,11058,2,0.43342,1.0,8702,1
Rhoc,4,0.35012,0.56041,1.0,11059,2,0.35083,1.0,7065,2
Crls1,4,0.35012,0.56041,1.0,11060,2,0.73347,1.0,14756,0
Nup160,4,0.35012,0.56041,1.0,11061,2,0.48862,1.0,9878,1
Lipm,4,0.35012,0.56041,1.0,11062,2,0.72898,1.0,14667,0
Llph,4,0.35012,0.56041,1.0,11063,2,0.50676,1.0,10250,1
Prlr,4,0.35012,0.56041,1.0,11064,2,0.61911,1.0,12492,1
